Day	Time	Rs	Rn	PAR	Tair	RH	u	SatVapPr	VapPress	Battery	!water
96	200	-0.11009	-23.262	0	11.254	96.351	0.10253	1.3344	1.2855	12.512	0.131
53	50	-0.04827	-3.2523	-3.187	20.694	98.674	0.29709	2.4395	2.4072	12.652	0.064
69	850	19.611	11.691	40.771	18.021	100.93	0.92341	2.0655	2.0848	12.594	0.102
87	950	270.36	128.74	616.94	20.511	87.373	0.87152	2.4131	2.1065	12.541	0.534
63	350	-0.051	-14.625	-1.394	14.452	102.48	0.07288	1.645	1.6858	12.609	0.0815
70	700	-0.01342	-27.154	-0.20697	12.616	102.32	0.0562	1.4596	1.4935	12.584	0.0615
103	1700	160.44	92.617	353.25	18.744	88.416	1.4821	2.1619	1.9109	12.508	0.1165
78	1350	776.77	517.02	1675.2	23.415	61.35	1.382	2.8802	1.7668	12.565	0.913
77	700	-0.09398	-21.722	-1.1874	11.728	102.17	0.084	1.3766	1.4066	12.557	0.0655
109	1400	167.46	114.17	354.1	18.627	94.318	1.1606	2.1456	2.0237	12.489	0.0785
85	100	-0.19604	-15.839	-0.00609	9.6906	98.533	0.17665	1.2019	1.1842	12.545	0.1015
102	650	-0.03757	-11.846	-0.40774	18.495	80.072	0.78999	2.1279	1.7039	12.496	0.157
72	1500	550.15	359.32	1128.3	23.591	64.122	0.97899	2.912	1.8657	12.583	0.737
54	1400	724.76	495.66	1583.5	26.951	78.92	0.92248	3.5556	2.802	12.648	0.807
72	2050	-0.0724	-41.609	-0.38927	16.876	91.324	0.11179	1.922	1.7547	12.586	0.15
66	750	1.8488	-18.417	5.0569	18.699	73.308	1.0429	2.1553	1.5799	12.601	0.2275
95	2250	-0.09126	-27.812	-0.26785	11.698	95.575	0.20351	1.3741	1.3132	12.518	0.1075
37	1550	430.28	267.8	932.75	21.867	76.147	0.79184	2.6233	1.9936	12.696	0.8375
103	550	-0.17703	-18.915	0.85174	18.248	102.22	1.3005	2.0953	2.1418	12.514	0.071
41	150	0	-1.7131	-0.23118	19.568	97.935	0.09326	2.2753	2.2283	12.679	0.058
86	0	-0.33025	-15.781	-0.72462	10.213	97.672	0.15534	1.2447	1.2157	12.544	0.0885
62	500	-1.3125	-23.381	0.01217	14.672	100.08	0.06917	1.6686	1.67	12.616	0.0775
34	700	5.12	-18.088	12.805	11.825	93.61	0.14051	1.3858	1.2973	12.677	0.104
92	1800	51.785	35.195	119.57	20.553	102.59	1.6776	2.4184	2.4809	12.54	0.0855
93	1800	145.44	48.572	322.88	19.73	68.019	0.9234	2.2986	1.5634	12.533	0.274
71	1450	711.73	466.47	1490	23.468	55.424	0.74737	2.8908	1.6006	12.584	0.8545
94	600	-2.3552	-28.076	0.00609	9.3368	96.77	0.25077	1.1737	1.1359	12.519	0.115
72	1900	90.708	15.253	193.85	20.309	76.588	0.59079	2.3825	1.824	12.592	0.199
35	2100	1.6192	-67.206	4.3652	16.758	74.679	0.3323	1.908	1.4233	12.71	0.178
40	1750	306.13	199.03	668.14	23.558	70.725	1.0494	2.9053	2.0542	12.695	0.448
106	250	-0.71714	-19.27	-0.10965	8.8968	98.727	0.12198	1.1393	1.1248	12.487	0.0745
100	2100	-0.06171	-10.997	-0.40163	16.288	92.47	0.07103	1.8509	1.7115	12.508	0.0855
118	1700	171.5	93.073	367.41	18.846	71.789	0.89376	2.1753	1.5614	12.462	0.281
119	2300	0.10468	-3.6527	-0.0974	16.467	101.76	0.48888	1.8723	1.9053	12.457	0.09
48	2100	0.00804	-18.176	0.02433	20.123	101.66	0.09697	2.3553	2.3944	12.651	0.0785
111	700	-0.89946	-16.506	0.61501	12.725	100.69	0.03026	1.47	1.4801	12.479	0.078
85	2000	0.78835	-43.224	3.4056	15.298	88.465	0.10994	1.7383	1.5363	12.554	0.1355
51	100	-0.11266	-0.80001	-0.32849	20.38	101.82	0.71402	2.3927	2.4363	12.651	0.0575
106	2050	-0.06441	-25.633	-0.38344	13.4	91.096	0.15441	1.5364	1.3996	12.49	0.055
115	100	-0.0994	-18.855	1.7851	7.3764	98.638	0.13032	1.0274	1.0134	12.461	0.068
118	2100	-0.04563	-19.876	0.76701	15.842	90.754	0.34805	1.799	1.6325	12.458	0.0925
51	2300	-0.05095	-3.2355	-1.6176	22.503	98.673	0.09882	2.7251	2.6889	12.657	0.0825
45	1850	322.03	165.05	692.05	28.069	63.476	0.97714	3.7955	2.4085	12.68	0.438
87	2350	-0.3515	-11.645	-0.10345	16.925	96.335	0.02563	1.9274	1.8567	12.548	0.0685
69	1900	35.226	20.859	68.672	17.033	92.276	0.68251	1.9406	1.7907	12.594	0.0915
85	1100	548.4	326.55	1195	22.137	67.537	0.34342	2.6661	1.7993	12.54	0.512
111	1100	486.6	285.9	1054.5	21.005	77.867	0.32396	2.4872	1.9361	12.474	0.51
41	1600	213.79	135.29	483.05	22.263	78.884	1.2606	2.6856	2.1184	12.682	0.459
35	2300	-0.32734	-62.562	-0.05476	14.083	85.096	0.27022	1.6061	1.3668	12.699	0.095
78	2300	-0.03489	-14.63	0	15.672	99.514	0.00895	1.7794	1.7708	12.569	0.1115
104	750	-0.38383	-27.63	0.73049	15.902	95.125	0.50278	1.8058	1.7177	12.498	0.066
100	950	71.036	38.453	140.54	15.372	89.844	0.06732	1.7456	1.5681	12.505	0.189
33	500	-0.00805	-32.627	0	11.708	91.583	0.29061	1.375	1.2591	12.683	0.074
76	700	-0.0349	-5.4994	-0.91329	13.489	99.334	0.10901	1.5454	1.535	12.571	0.095
100	750	-0.00537	-4.5279	0.00609	13.586	98.875	0.03211	1.555	1.5375	12.498	0.063
113	1000	275.26	124.97	614.65	15.489	99.378	0.10623	1.761	1.7465	12.466	0.2295
109	1300	103.72	68.314	222.45	18.027	99.204	0.85299	2.0663	2.0499	12.482	0.0865
47	200	-0.13951	-11.884	-0.00609	17.718	98.22	0.08307	2.0266	1.9905	12.666	0.089
53	200	-0.08315	-6.3012	0.12166	20.85	98.561	0.02563	2.4631	2.4277	12.646	0.0685
55	400	-0.83973	-3.4188	0.00608	18.51	99.707	0.06639	2.1299	2.1237	12.64	0.0625
100	900	52.376	27.424	100.01	14.582	96.618	0.06917	1.6591	1.6027	12.505	0.191
98	1450	674.72	441.4	1403.2	21.784	62.109	1.4812	2.6085	1.6196	12.513	0.826
62	1650	404.09	260.8	862.53	20.829	99.484	0.98826	2.4622	2.4492	12.617	0.3015
96	1100	289.22	183.49	617.57	19.682	78.479	0.7029	2.2916	1.7983	12.507	0.748
107	1350	430.69	277.67	886.83	19.86	63.905	0.57134	2.3173	1.4799	12.482	0.6875
61	1700	288.81	182.67	585.29	22.698	71.76	0.86318	2.7579	1.9791	12.623	0.828
113	100	-0.10469	-17.016	-1.4611	12.411	98.885	0.11457	1.4401	1.424	12.479	0.077
45	1700	646.15	417.32	1384.5	28.946	64.376	0.82612	3.9932	2.5704	12.68	0.9315
112	750	0.01343	-23.616	0.87715	10.588	100.61	-0.00309	1.2763	1.2841	12.473	0.0705
50	100	-0.05365	-3.2032	-0.45017	19.878	99.213	0.12106	2.3196	2.3013	12.653	0.0605
51	300	-0.12338	-0.59086	-2.3176	20.592	101.88	0.61858	2.4242	2.4698	12.652	0.058
65	1900	71.615	26.033	149.68	19.422	72.128	0.50741	2.2549	1.6263	12.606	0.2525
93	1100	242.07	156.83	509.74	19.438	100.57	1.0337	2.2571	2.2699	12.54	0.51
46	250	-0.71083	-1.0085	-0.9125	20.391	99.596	-0.03182	2.3944	2.3847	12.672	0.0815
86	650	-0.40545	-11.144	-0.33492	12.097	100.15	0.03211	1.4106	1.4127	12.538	0.062
101	1800	197.79	49.23	401.53	20.623	57.371	0.47961	2.4292	1.3929	12.506	0.1745
77	350	-0.14228	-19.547	-1.1202	12.254	101.78	0.0386	1.4252	1.4506	12.57	0.0635
33	1200	871.87	546.01	1853.7	24.571	48.892	1.029	3.087	1.5093	12.707	1.357
96	1450	564.8	367.28	1200.5	21.861	58.46	1.0012	2.6232	1.5314	12.519	0.7415
115	600	0.00806	-0.96528	0.36553	11.585	101.19	0.15719	1.3637	1.3799	12.459	0.0755
96	700	-0.10203	-25.269	0.01218	12.396	97.371	0.29524	1.4386	1.4007	12.512	0.0985
110	250	0.00268	-5.0161	0.04868	17.948	100.04	0.38604	2.0561	2.0568	12.489	0.0825
103	1550	261.5	166.22	566.94	20.06	82.006	1.6887	2.3473	1.9222	12.501	0.363
35	1400	972.83	623.8	2044.5	28.641	40.764	0.815	3.9235	1.5984	12.713	1.4485
37	700	2.711	-5.4467	7.8346	13.679	98.049	0.34435	1.5658	1.5356	12.675	0.146
51	1800	465.13	284.14	1010.8	28.561	76.23	0.68715	3.9049	2.9766	12.661	0.386
75	250	0	-21.503	0	12.599	98.212	0.13032	1.4579	1.4319	12.577	0.0875
98	1700	385.88	206.43	811.61	20.071	65.933	1.1902	2.3474	1.5477	12.513	0.4885
119	1000	133.46	70.36	287.12	18.15	86.513	0.7659	2.0824	1.8015	12.464	0.1165
35	1050	649.81	386.77	1404	23.314	52.697	0.53335	2.8634	1.5081	12.688	1.2125
34	1650	769.79	497.52	1658.7	26.077	53.572	0.98826	3.3763	1.8086	12.708	1.094
110	2350	-0.11542	-17.186	-1.0714	13.621	99.278	0.00617	1.5586	1.5474	12.484	0.0825
117	750	-0.10468	-13.178	1.1566	15.525	70.547	0.39901	1.7627	1.2433	12.465	0.1975
96	1750	289.06	129.67	605.03	20.149	58.766	0.88912	2.3591	1.3857	12.52	0.3645
41	800	70.326	37.154	151	20.14	97.403	0.4407	2.3576	2.2963	12.672	0.192
84	500	-1.4746	-19.956	-0.01218	9.1078	99.903	0.0701	1.1557	1.1546	12.539	0.059
55	350	-0.49902	-3.1924	-0.01217	18.567	99.815	0.11643	2.1376	2.1336	12.64	0.0635
116	1050	137.92	83.765	284.3	15.663	85.988	0.33693	1.7785	1.5284	12.459	0.468
51	900	69.977	47.63	154.01	21.606	101.8	0.084	2.5802	2.6267	12.652	0.0595
81	1400	856.17	564.99	1800.6	23.373	63.519	1.2319	2.8727	1.8247	12.564	0.9435
36	1550	884.93	575.91	1867.2	26.97	43.398	1.1337	3.5589	1.5441	12.7	1.231
47	2250	-0.05899	-12.173	-1.4413	21.321	95.373	-0.02811	2.5354	2.4181	12.664	0.084
98	1300	733.9	472.31	1541.1	22.155	60.973	1.256	2.6682	1.6267	12.513	0.9095
59	900	182.72	110.31	380.03	20.74	101.69	0.47591	2.4469	2.4883	12.626	0.101
35	1600	845.74	551.81	1783.3	28.723	43.401	0.90395	3.9421	1.7108	12.713	1.2445
97	400	-0.1718	-37.362	-0.09741	12.742	92.683	0.19332	1.472	1.3638	12.512	0.0645
83	750	0.38683	1.2101	0.04265	11.112	101.4	0.21927	1.3221	1.3408	12.546	0.1215
104	0	0.14763	-18.152	0.06087	15.898	100.54	0.56207	1.8053	1.8149	12.503	0.068
89	1200	306	188.33	622.21	20.133	60.543	0.55373	2.3602	1.423	12.533	0.8215
78	400	-1.728	-9.8619	-0.43814	17.393	95.001	0.43236	1.9853	1.886	12.568	0.1215
85	250	-0.03223	-19.718	0.00609	9.4053	98.915	0.00524	1.1791	1.1663	12.539	0.0575
35	700	4.5593	-18.351	13.653	9.7523	96.224	0.02099	1.2069	1.1613	12.677	0.0665
119	850	13.346	-0.3811	27.466	15.535	95.96	0.11086	1.7638	1.6925	12.458	0.1505
70	2000	5.8315	-18.787	14.096	17.065	84.836	0.1155	1.9448	1.6496	12.593	0.083
120	150	0.46704	-8.3104	0.04261	17.215	99.723	0.81593	1.9632	1.9578	12.456	0.1205
73	850	59.426	33.263	121.97	18.02	101.88	-0.02996	2.0656	2.1043	12.575	0.165
59	450	0.02951	-3.4476	2.0379	19.787	101.59	0.68252	2.3065	2.3431	12.627	0.09
89	450	-0.03489	-7.2238	-1.534	14.325	99.511	0.10623	1.6315	1.6235	12.537	0.054
90	800	8.3704	-17.778	24.827	6.772	99.511	0.02285	0.98571	0.98091	12.521	0.07
91	750	0.16105	-2.2751	0.03044	15.425	100.26	0.6436	1.7514	1.756	12.53	0.0705
34	1400	666.12	413.88	1417.9	25.203	52.407	0.55373	3.2071	1.6775	12.701	1.499
79	1150	184.3	116.57	371.51	17.779	101.67	0.45367	2.0345	2.0684	12.561	0.199
109	250	-0.36773	-10.067	0.60265	15.246	101.37	0.0071	1.7314	1.7551	12.484	0.064
112	1600	205.78	112.48	456.4	21.694	71.203	0.27578	2.5952	1.8454	12.48	0.3965
41	2300	-0.39162	-1.115	-0.16425	19.583	100.98	1.0568	2.2774	2.2997	12.679	0.032
59	1200	476.19	307.4	1007.8	22.478	94.154	1.3042	2.7211	2.5618	12.624	0.5075
90	1200	457.89	280.24	1003.7	20.268	63.663	0.75108	2.3767	1.5128	12.527	0.739
68	1400	727.48	486.23	1549.8	26.942	67.527	0.71031	3.5533	2.3988	12.603	0.8875
106	900	80.888	34.427	182.17	9.0172	101.43	0.04138	1.151	1.1678	12.481	0.099
44	550	-0.79933	-5.6223	-0.88815	20.46	99.731	0.10623	2.4046	2.3981	12.672	0.067
53	1600	258.57	170.55	545.35	23.381	82.591	0.58338	2.8744	2.3728	12.65	0.5625
47	1800	235.34	149.19	548.77	25.072	72.467	0.64175	3.1807	2.3047	12.668	0.394
106	600	0.23372	-21.981	0.01828	7.3057	99.445	0.05713	1.0224	1.0168	12.481	0.051
106	850	18.068	-6.7013	56.223	7.3938	100.52	0.08492	1.0286	1.034	12.481	0.1025
120	100	0.03221	-7.1364	-0.03652	17.182	99.794	0.84187	1.959	1.955	12.463	0.092
48	1800	78.301	46.007	173.08	21.871	101.32	0.18962	2.6222	2.6568	12.657	0.0765
103	1650	234.01	140.77	512.44	19.189	85.766	1.8842	2.2229	1.9056	12.507	0.2065
45	2250	-0.17161	-11.976	-0.74191	20.64	96.764	0.03952	2.4314	2.3528	12.671	0.1185
100	1450	463.41	303.53	955.86	21.314	61.698	0.67232	2.5348	1.563	12.507	0.7455
63	250	-0.13152	-18.966	-0.37742	14.08	102.34	0.03211	1.6058	1.6435	12.609	0.0535
89	950	222.92	123.84	492.13	15.368	93.8	0.09234	1.7485	1.6334	12.532	0.672
114	1150	501.13	293.39	1072.4	18.172	66.59	0.5176	2.0854	1.3884	12.464	0.673
109	300	-0.22278	-8.3145	0.40786	15.216	101.55	0.00432	1.7281	1.7549	12.484	0.068
116	1450	311.13	199.79	651.25	17.667	73.362	0.6714	2.0207	1.4811	12.463	0.5715
94	50	-1.5219	-48.955	-0.23741	12.726	90.321	0.17757	1.4705	1.3278	12.524	0.1125
68	1700	363.56	232.43	753.47	24.603	75.846	0.78351	3.0937	2.3457	12.609	0.3695
97	800	7.5865	-42.726	19.909	14.219	85.251	0.47961	1.6204	1.3813	12.512	0.168
55	750	5.8357	-0.86024	17.075	18.022	99.181	0.18221	2.0657	2.0488	12.633	0.1075
106	0	-0.21477	-17.483	-0.18874	10.813	97.843	0.13866	1.2955	1.2676	12.492	0.079
37	400	0.19326	-31.266	0.32263	14.468	92.948	0.56022	1.6469	1.5306	12.682	0.07
69	1200	197.82	131.94	415.11	18.291	98.244	1.4904	2.1009	2.064	12.594	0.0685
73	1700	200.03	126	429.26	21.524	99.024	1.0299	2.5672	2.5422	12.584	0.3655
100	1800	106.87	60.392	215.75	19.796	70.985	0.19703	2.308	1.6382	12.514	0.216
68	1550	378.07	251.4	809.41	25.23	71.524	0.63989	3.2106	2.2963	12.609	0.779
98	1850	79.399	-9.2686	181.74	17.859	72.929	0.68344	2.0451	1.4905	12.514	0.132
112	200	-0.09397	-19.398	-0.1644	11.66	99.294	0.13125	1.3704	1.3607	12.479	0.076
113	700	-0.02686	-24.382	-0.28635	8.8882	100.17	0.14237	1.1386	1.1405	12.467	0.0935
74	2150	-0.21195	-37.324	-0.77276	13.413	93.711	0.12384	1.5378	1.4409	12.581	0.1025
90	400	-0.05642	-22.652	-0.01828	6.5297	98.946	0.15626	0.96939	0.95919	12.521	0.06
66	0	-0.73789	-8.5454	-0.69982	16.753	91.089	0.06083	1.9065	1.7365	12.601	0.08
118	550	-0.08053	-23.526	0.71226	14.939	87.286	0.1016	1.6977	1.4814	12.464	0.099
82	1950	15.563	-40.273	40.933	17.334	84.86	0.08492	1.9786	1.6775	12.559	0.1275
111	2000	-0.01878	-14.688	0.60849	16.615	97.36	0.07751	1.89	1.8401	12.489	0.112
61	350	-1.2423	-19.83	-0.21299	16.907	98.869	0.09975	1.9253	1.9035	12.62	0.0975
92	1100	47.161	34.626	113.63	19.835	102.2	0.84836	2.3133	2.3643	12.534	0.0765
82	1150	408.85	247.07	858.89	21.272	71.282	0.82705	2.5291	1.8013	12.552	0.596
59	1400	547.37	361.63	1147.6	24.887	77.832	1.2746	3.1465	2.4478	12.623	0.72
106	1950	0.41044	-35.924	4.4111	14.447	90.74	-0.03274	1.6448	1.492	12.495	0.0675
64	1650	539.11	351.24	1159.3	23.057	66.532	1.2366	2.8187	1.8746	12.611	0.821
111	2200	-0.05905	-18.056	-1.7105	15.438	98.335	0.0979	1.7532	1.724	12.483	0.0855
78	1650	438.16	283.82	935.18	22.958	65.355	0.99475	2.8032	1.8304	12.572	0.6065
44	850	64.254	41.638	124.1	21.096	99.307	0.42217	2.5006	2.4832	12.671	0.104
71	500	-0.20145	-26.545	0	8.7714	99.289	0.13403	1.1297	1.1216	12.578	0.0425
46	2300	-0.35396	-12.991	-0.77233	19.53	97.635	-0.00217	2.2699	2.2162	12.671	0.0855
73	2150	-0.50695	-10.885	-1.3018	18.604	101.92	0.33508	2.1425	2.1836	12.586	0.068
97	1550	420.36	260.25	901.33	21.711	57.365	0.87986	2.5999	1.4879	12.519	0.838
48	2050	15.448	-11.371	26.789	21.271	101.45	0.04045	2.5282	2.5649	12.658	0.079
86	1100	595.85	354.38	1273.1	21.636	67.91	0.94935	2.5924	1.7503	12.54	0.8665
41	1150	423.29	269.28	924.16	23.316	75.463	1.496	2.8628	2.1602	12.682	0.886
113	750	0	-23.772	0.06702	8.6217	100.06	0.12198	1.1183	1.119	12.467	0.1025
60	250	-0.21995	-13.26	0.27375	19.343	101.68	0.93082	2.2437	2.2815	12.626	0.088
42	1450	158.27	110.86	361.04	22.744	101.2	0.61117	2.7652	2.7985	12.684	0.056
82	1800	296.14	132.87	602.32	21.543	63.364	0.54632	2.571	1.628	12.558	0.2655
68	850	195.77	83.155	353.43	20.666	101.98	0.28134	2.4357	2.4839	12.6	0.3445
107	1550	245.42	159.46	499.95	19.662	65.765	0.54169	2.2892	1.5051	12.487	0.4655
57	500	-1.0544	-13.554	-0.34684	18.458	91.305	0.26003	2.1231	1.9384	12.627	0.072
70	1850	106.62	58.473	231.3	18.565	72.902	0.47684	2.1374	1.5582	12.593	0.276
32	800	100.6	27.159	222.17	17.83	88.917	0.41198	2.0409	1.8147	12.686	0.5385
84	0	-0.75434	-17.569	-0.39572	11.539	97.841	0.12106	1.3596	1.3303	12.551	0.055
47	1300	810.48	537.29	1782.5	29.823	54.922	0.53613	4.2013	2.3058	12.668	1.002
91	950	32.951	20.841	71.648	15.823	99.8	0.84095	1.7967	1.7932	12.53	0.0875
66	800	15.466	-2.3477	35.647	18.939	74.827	0.89191	2.188	1.6372	12.6	0.379
55	600	-1.9209	-5.021	-0.32856	18.193	99.315	0.12106	2.0879	2.0736	12.64	0.054
76	1950	16.337	-0.18811	37.354	16.327	100.93	0.44811	1.8555	1.8727	12.567	0.1355
77	1350	828.4	543.76	1755.8	23.479	62.054	1.5664	2.8911	1.7941	12.571	0.7075
104	2350	-0.66599	-20.742	0.68211	8.8967	98.159	0.13495	1.1393	1.1183	12.493	0.058
76	550	-0.27648	-11.637	-0.07914	11.961	98.18	0.05898	1.398	1.3725	12.57	0.0935
40	2250	-0.02146	-3.3046	0.59618	19.44	96.384	0.19796	2.2573	2.1757	12.685	0.033
115	750	0.71434	-0.49445	0.01218	12.541	101.21	0.06269	1.4524	1.4699	12.459	0.071
104	300	-0.58515	-25.465	0.50526	15.509	98.573	0.54632	1.7609	1.7358	12.497	0.0655
78	650	-0.30052	-22.035	-0.43815	17.333	88.745	0.62044	1.9779	1.7552	12.568	0.1195
90	600	-1.7091	-25.68	-0.00609	7.2473	99.427	0.04508	1.0184	1.0125	12.521	0.0605
69	500	-0.20391	-4.1614	0.29208	17.93	101.34	0.18128	2.0537	2.0813	12.594	0.0615
